250
9
Frame	CH1	CH2	CH3	CH4	CH5	CH6	CH7	CH8
100	187500	187500	7028.46142578125	-4882.380859375	187500	187500	187500	187500
101	187500	187500	7042.45361328125	-4872.12158203125	187500	187500	187500	187500
102	187500	187500	7031.47900390625	-4881.86669921875	187500	187500	187500	187500
103	187500	187500	7023.365234375	-4886.09130859375	187500	187500	187500	187500
104	187500	187500	7035.30078125	-4875.85400390625	187500	187500	187500	187500
105	187500	187500	7050.142578125	-4870.51220703125	187500	187500	187500	187500
106	187500	187500	7032.5068359375	-4888.1474609375	187500	187500	187500	187500
107	187500	187500	7011.80908203125	-4902.6318359375	187500	187500	187500	187500
108	187500	187500	7026.04736328125	-4896.28369140625	187500	187500	187500	187500
109	187500	187500	7050.298828125	-4884.638671875	187500	187500	187500	187500
110	187500	187500	7045.62744140625	-4894.92041015625	187500	187500	187500	187500
111	187500	187500	7028.05908203125	-4905.29150390625	187500	187500	187500	187500
112	187500	187500	7033.9150390625	-4900.84326171875	187500	187500	187500	187500
113	187500	187500	7048.935546875	-4894.96484375	187500	187500	187500	187500
114	187500	187500	7044.7109375	-4897.982421875	187500	187500	187500	187500
115	187500	187500	7034.45166015625	-4905.13525390625	187500	187500	187500	187500
116	187500	187500	7039.21240234375	-4902.45263671875	187500	187500	187500	187500
117	187500	187500	7056.3564453125	-4887.8125	187500	187500	187500	187500
118	187500	187500	7048.64501953125	-4895.166015625	187500	187500	187500	187500
119	187500	187500	7019.9228515625	-4919.30615234375	187500	187500	187500	187500
120	187500	187500	7004.1875	-4928.3583984375	187500	187500	187500	187500
121	187500	187500	7033.22216796875	-4898.7646484375	187500	187500	187500	187500
122	187500	187500	7040.08447265625	-4889.68994140625	187500	187500	187500	187500
123	187500	187500	7013.3291015625	-4910.45458984375	187500	187500	187500	187500
124	187500	187500	7000.3203125	-4915.08154296875	187500	187500	187500	187500
125	187500	187500	7009.9765625	-4903.65966796875	187500	187500	187500	187500
126	187500	187500	7013.3740234375	-4908.93505859375	187500	187500	187500	187500
127	187500	187500	7002.42138671875	-4925.69873046875	187500	187500	187500	187500
128	187500	187500	7003.29345703125	-4923.7763671875	187500	187500	187500	187500
129	187500	187500	7017.21826171875	-4904.419921875	187500	187500	187500	187500
130	187500	187500	7023.67822265625	-4897.6025390625	187500	187500	187500	187500
131	187500	187500	7005.23779296875	-4908.4208984375	187500	187500	187500	187500
132	187500	187500	6996.9677734375	-4910.7451171875	187500	187500	187500	187500
133	187500	187500	7004.1201171875	-4906.0068359375	187500	187500	187500	187500
134	187500	187500	7018.44775390625	-4892.90869140625	187500	187500	187500	187500
135	187500	187500	7008.47900390625	-4900.6201171875	187500	187500	187500	187500
136	187500	187500	6989.03271484375	-4917.24951171875	187500	187500	187500	187500
137	187500	187500	6998.28662109375	-4905.1796875	187500	187500	187500	187500
138	187500	187500	7016.88330078125	-4886.046875	187500	187500	187500	187500
139	187500	187500	6998.28662109375	-4901.08935546875	187500	187500	187500	187500
140	187500	187500	6972.6044921875	-4920.87060546875	187500	187500	187500	187500
141	187500	187500	6973.9453125	-4917.763671875	187500	187500	187500	187500
142	187500	187500	6999.962890625	-4895.7470703125	187500	187500	187500	187500
143	187500	187500	7004.791015625	-4892.953125	187500	187500	187500	187500
144	187500	187500	6985.3671875	-4905.58203125	187500	187500	187500	187500
145	187500	187500	6979.533203125	-4908.48779296875	187500	187500	187500	187500
146	187500	187500	6996.43115234375	-4888.32666015625	187500	187500	187500	187500
147	187500	187500	7003.67333984375	-4880.32470703125	187500	187500	187500	187500
148	187500	187500	6983.42236328125	-4902.162109375	187500	187500	187500	187500
149	187500	187500	6977.7451171875	-4907.68310546875	187500	187500	187500	187500
150	187500	187500	6983.400390625	-4895.61328125	187500	187500	187500	187500
151	187500	187500	6980.2041015625	-4893.10986328125	187500	187500	187500	187500
152	187500	187500	6955.88525390625	-4914.70166015625	187500	187500	187500	187500
153	187500	187500	6944.91064453125	-4921.31787109375	187500	187500	187500	187500
154	187500	187500	6975.1748046875	-4890.27099609375	187500	187500	187500	187500
155	187500	187500	6989.25634765625	-4877.955078125	187500	187500	187500	187500
156	187500	187500	6976.404296875	-4899.32373046875	187500	187500	187500	187500
157	187500	187500	6960.2216796875	-4911.6171875	187500	187500	187500	187500
158	187500	187500	6969.966796875	-4897.78125	187500	187500	187500	187500
159	187500	187500	6985.30029296875	-4883.94580078125	187500	187500	187500	187500
160	187500	187500	6972.2021484375	-4890.04736328125	187500	187500	187500	187500
161	187500	187500	6957.11474609375	-4909.60546875	187500	187500	187500	187500
162	187500	187500	6981.1201171875	-4895.52392578125	187500	187500	187500	187500
163	187500	187500	7001.125	-4871.33935546875	187500	187500	187500	187500
164	187500	187500	6991.42431640625	-4875.0498046875	187500	187500	187500	187500
165	187500	187500	6961.1376953125	-4895.61328125	187500	187500	187500	187500
166	187500	187500	6958.70166015625	-4885.33154296875	187500	187500	187500	187500
167	187500	187500	6979.08642578125	-4866.623046875	187500	187500	187500	187500
168	187500	187500	6976.24755859375	-4875.5634765625	187500	187500	187500	187500
169	187500	187500	6950.69970703125	-4899.14453125	187500	187500	187500	187500
170	187500	187500	6959.796875	-4886.67236328125	187500	187500	187500	187500
171	187500	187500	6980.3828125	-4872.27783203125	187500	187500	187500	187500
172	187500	187500	6974.9287109375	-4878.4248046875	187500	187500	187500	187500
173	187500	187500	6944.03857421875	-4898.7421875	187500	187500	187500	187500
174	187500	187500	6962.9931640625	-4885.80078125	187500	187500	187500	187500
175	187500	187500	6998.1748046875	-4863.09130859375	187500	187500	187500	187500
176	187500	187500	6991.46923828125	-4876.85986328125	187500	187500	187500	187500
177	187500	187500	6951.52685546875	-4907.4150390625	187500	187500	187500	187500
178	187500	187500	6933.5556640625	-4924.3349609375	187500	187500	187500	187500
179	187500	187500	6953.3369140625	-4912.3994140625	187500	187500	187500	187500
180	187500	187500	6957.3828125	-4906.6328125	187500	187500	187500	187500
181	187500	187500	6923.3857421875	-4929.65478515625	187500	187500	187500	187500
182	187500	187500	6900.67626953125	-4954.64404296875	187500	187500	187500	187500
183	187500	187500	6919.29541015625	-4938.9306640625	187500	187500	187500	187500
184	187500	187500	6936.28271484375	-4928.47021484375	187500	187500	187500	187500
185	187500	187500	6920.8154296875	-4945.3232421875	187500	187500	187500	187500
186	187500	187500	6921.6201171875	-4942.3505859375	187500	187500	187500	187500
187	187500	187500	6936.1484375	-4925.25146484375	187500	187500	187500	187500
188	187500	187500	6952.46533203125	-4906.47607421875	187500	187500	187500	187500
189	187500	187500	6932.169921875	-4924.29052734375	187500	187500	187500	187500
190	187500	187500	6906.9794921875	-4949.05615234375	187500	187500	187500	187500
191	187500	187500	6934.47216796875	-4930.2138671875	187500	187500	187500	187500
192	187500	187500	6960.7353515625	-4907.70556640625	187500	187500	187500	187500
193	187500	187500	6970.5927734375	-4898.541015625	187500	187500	187500	187500
194	187500	187500	6951.83935546875	-4920.982421875	187500	187500	187500	187500
195	187500	187500	6948.419921875	-4928.6044921875	187500	187500	187500	187500
196	187500	187500	6963.529296875	-4914.6123046875	187500	187500	187500	187500
197	187500	187500	6963.28369140625	-4911.93017578125	187500	187500	187500	187500
198	187500	187500	6944.4189453125	-4929.07373046875	187500	187500	187500	187500
199	187500	187500	6939.68017578125	-4926.4140625	187500	187500	187500	187500
200	187500	187500	6966.43505859375	-4900.84326171875	187500	187500	187500	187500
201	187500	187500	6969.7880859375	-4895.27783203125	187500	187500	187500	187500
202	187500	187500	6946.67626953125	-4912.220703125	187500	187500	187500	187500
203	187500	187500	6933.3544921875	-4925.810546875	187500	187500	187500	187500
204	187500	187500	6950.3642578125	-4909.85107421875	187500	187500	187500	187500
205	187500	187500	6959.23779296875	-4899.10009765625	187500	187500	187500	187500
206	187500	187500	6942.138671875	-4912.68994140625	187500	187500	187500	187500
207	187500	187500	6929.5546875	-4916.86962890625	187500	187500	187500	187500
208	187500	187500	6937.1767578125	-4907.72802734375	187500	187500	187500	187500
209	187500	187500	6953.8291015625	-4896.1494140625	187500	187500	187500	187500
210	187500	187500	6940.52978515625	-4901.4248046875	187500	187500	187500	187500
211	187500	187500	6926.11279296875	-4912.89111328125	187500	187500	187500	187500
212	187500	187500	6930.2255859375	-4915.0146484375	187500	187500	187500	187500
213	187500	187500	6942.4072265625	-4903.5478515625	187500	187500	187500	187500
214	187500	187500	6940.3955078125	-4906.341796875	187500	187500	187500	187500
215	187500	187500	6924.88330078125	-4917.65185546875	187500	187500	187500	187500
216	187500	187500	6940.84228515625	-4901.603515625	187500	187500	187500	187500
217	187500	187500	6956.71240234375	-4881.6435546875	187500	187500	187500	187500
218	187500	187500	6938.0263671875	-4898.89892578125	187500	187500	187500	187500
219	187500	187500	6913.6181640625	-4921.3623046875	187500	187500	187500	187500
220	187500	187500	6920.52490234375	-4918.32275390625	187500	187500	187500	187500
221	187500	187500	6947.90576171875	-4895.6357421875	187500	187500	187500	187500
222	187500	187500	6945.55859375	-4897.177734375	187500	187500	187500	187500
223	187500	187500	6919.09423828125	-4912.3994140625	187500	187500	187500	187500
224	187500	187500	6896.6083984375	-4926.927734375	187500	187500	187500	187500
225	187500	187500	6908.8125	-4911.1474609375	187500	187500	187500	187500
226	187500	187500	6934.025390625	-4888.8408203125	187500	187500	187500	187500
227	187500	187500	6930.91845703125	-4896.41796875	187500	187500	187500	187500
228	187500	187500	6916.166015625	-4910.5439453125	187500	187500	187500	187500
229	187500	187500	6940.1494140625	-4894.361328125	187500	187500	187500	187500
230	187500	187500	6958.07568359375	-4879.74365234375	187500	187500	187500	187500
231	187500	187500	6933.31005859375	-4897.64697265625	187500	187500	187500	187500
232	187500	187500	6925.62109375	-4912.26513671875	187500	187500	187500	187500
233	187500	187500	6939.5908203125	-4897.91552734375	187500	187500	187500	187500
234	187500	187500	6946.72119140625	-4879.87744140625	187500	187500	187500	187500
235	187500	187500	6932.7958984375	-4894.3837890625	187500	187500	187500	187500
236	187500	187500	6911.89697265625	-4908.30908203125	187500	187500	187500	187500
237	187500	187500	6917.30615234375	-4902.609375	187500	187500	187500	187500
238	187500	187500	6947.88330078125	-4882.89501953125	187500	187500	187500	187500
239	187500	187500	6938.2275390625	-4888.9970703125	187500	187500	187500	187500
240	187500	187500	6911.06982421875	-4907.2138671875	187500	187500	187500	187500
241	187500	187500	6917.015625	-4902.31884765625	187500	187500	187500	187500
242	187500	187500	6936.8193359375	-4882.09033203125	187500	187500	187500	187500
243	187500	187500	6919.07177734375	-4902.87744140625	187500	187500	187500	187500
244	187500	187500	6898.3740234375	-4922.85986328125	187500	187500	187500	187500
245	187500	187500	6920.90478515625	-4911.66162109375	187500	187500	187500	187500
246	187500	187500	6961.1826171875	-4884.2138671875	187500	187500	187500	187500
247	187500	187500	6958.5673828125	-4883.65478515625	187500	187500	187500	187500
248	187500	187500	6931.32080078125	-4908.91259765625	187500	187500	187500	187500
249	187500	187500	6934.31591796875	-4908.8232421875	187500	187500	187500	187500
250	187500	187500	6968.1337890625	-4876.70361328125	187500	187500	187500	187500
251	187500	187500	6977.56640625	-4873.14990234375	187500	187500	187500	187500
252	187500	187500	6945.49169921875	-4900.91064453125	187500	187500	187500	187500
253	187500	187500	6938.80859375	-4909.71728515625	187500	187500	187500	187500
254	187500	187500	6955.6171875	-4902.2294921875	187500	187500	187500	187500
255	187500	187500	6969.87744140625	-4889.6455078125	187500	187500	187500	187500
256	187500	187500	6961.42822265625	-4901.8271484375	187500	187500	187500	187500
257	187500	187500	6947.3916015625	-4921.45166015625	187500	187500	187500	187500
258	187500	187500	6953.1806640625	-4914.1875	187500	187500	187500	187500
259	187500	187500	6982.9306640625	-4895.814453125	187500	187500	187500	187500
260	187500	187500	6970.5703125	-4907.68310546875	187500	187500	187500	187500
261	187500	187500	6954.9462890625	-4915.6181640625	187500	187500	187500	187500
262	187500	187500	6980.5615234375	-4892.6181640625	187500	187500	187500	187500
263	187500	187500	6992.49755859375	-4883.11865234375	187500	187500	187500	187500
264	187500	187500	6957.85205078125	-4912.53369140625	187500	187500	187500	187500
265	187500	187500	6939.76953125	-4927.576171875	187500	187500	187500	187500
266	187500	187500	6960.51220703125	-4908.33154296875	187500	187500	187500	187500
267	187500	187500	6983.7353515625	-4896.73095703125	187500	187500	187500	187500
268	187500	187500	6988.22802734375	-4906.67724609375	187500	187500	187500	187500
269	187500	187500	6970.45849609375	-4920.333984375	187500	187500	187500	187500
270	187500	187500	6968.84912109375	-4918.65771484375	187500	187500	187500	187500
271	187500	187500	6985.7470703125	-4901	187500	187500	187500	187500
272	187500	187500	6984.31640625	-4899.92724609375	187500	187500	187500	187500
273	187500	187500	6957.82958984375	-4915.5732421875	187500	187500	187500	187500
274	187500	187500	6954.1640625	-4909.71728515625	187500	187500	187500	187500
275	187500	187500	6976.27001953125	-4891.58984375	187500	187500	187500	187500
276	187500	187500	6986.9541015625	-4884.50439453125	187500	187500	187500	187500
277	187500	187500	6972.8056640625	-4897.69189453125	187500	187500	187500	187500
278	187500	187500	6956.64501953125	-4904.24072265625	187500	187500	187500	187500
279	187500	187500	6972.134765625	-4891.67919921875	187500	187500	187500	187500
280	187500	187500	7000.72265625	-4874.5576171875	187500	187500	187500	187500
281	187500	187500	6993.10107421875	-4887.92431640625	187500	187500	187500	187500
282	187500	187500	6963.775390625	-4915.595703125	187500	187500	187500	187500
283	187500	187500	6978.6171875	-4901.759765625	187500	187500	187500	187500
284	187500	187500	6994.66552734375	-4889.13134765625	187500	187500	187500	187500
285	187500	187500	6973.49853515625	-4903.7939453125	187500	187500	187500	187500
286	187500	187500	6945.46923828125	-4918.85888671875	187500	187500	187500	187500
287	187500	187500	6956.17578125	-4907.63818359375	187500	187500	187500	187500
288	187500	187500	6963.1943359375	-4898.4072265625	187500	187500	187500	187500
289	187500	187500	6943.70361328125	-4914.947265625	187500	187500	187500	187500
290	187500	187500	6924.01171875	-4931.66650390625	187500	187500	187500	187500
291	187500	187500	6939.009765625	-4913.4052734375	187500	187500	187500	187500
292	187500	187500	6960.154296875	-4897.7587890625	187500	187500	187500	187500
293	187500	187500	6950.990234375	-4908.91259765625	187500	187500	187500	187500
294	187500	187500	6925.822265625	-4928.380859375	187500	187500	187500	187500
295	187500	187500	6930.06884765625	-4925.52001953125	187500	187500	187500	187500
296	187500	187500	6951.68310546875	-4906.2080078125	187500	187500	187500	187500
297	187500	187500	6951.07958984375	-4898.29541015625	187500	187500	187500	187500
298	187500	187500	6941.46826171875	-4903.3916015625	187500	187500	187500	187500
299	187500	187500	6937.66845703125	-4900.86572265625	187500	187500	187500	187500
300	187500	187500	6954.8125	-4885.68896484375	187500	187500	187500	187500
301	187500	187500	6959.751953125	-4888.416015625	187500	187500	187500	187500
302	187500	187500	6928.90673828125	-4912.48876953125	187500	187500	187500	187500
303	187500	187500	6906.68896484375	-4922.189453125	187500	187500	187500	187500
304	187500	187500	6938.04833984375	-4893.19921875	187500	187500	187500	187500
305	187500	187500	6959.43896484375	-4881.978515625	187500	187500	187500	187500
306	187500	187500	6945.49169921875	-4891.7685546875	187500	187500	187500	187500
307	187500	187500	6924.771484375	-4906.65478515625	187500	187500	187500	187500
308	187500	187500	6932.7958984375	-4899.0107421875	187500	187500	187500	187500
309	187500	187500	6950.587890625	-4880.25732421875	187500	187500	187500	187500
310	187500	187500	6931.85693359375	-4896.46240234375	187500	187500	187500	187500
311	187500	187500	6902.419921875	-4924	187500	187500	187500	187500
312	187500	187500	6912.9697265625	-4915.93115234375	187500	187500	187500	187500
313	187500	187500	6927.45361328125	-4904.77734375	187500	187500	187500	187500
314	187500	187500	6922.71533203125	-4913.47216796875	187500	187500	187500	187500
315	187500	187500	6901.212890625	-4931.95703125	187500	187500	187500	187500
316	187500	187500	6917.9990234375	-4919.373046875	187500	187500	187500	187500
317	187500	187500	6940.57421875	-4899.05517578125	187500	187500	187500	187500
318	187500	187500	6931.1640625	-4913.06982421875	187500	187500	187500	187500
319	187500	187500	6906.599609375	-4940.04833984375	187500	187500	187500	187500
320	187500	187500	6908.0078125	-4932.49365234375	187500	187500	187500	187500
321	187500	187500	6945.67041015625	-4894.94287109375	187500	187500	187500	187500
322	187500	187500	6947.12353515625	-4892.841796875	187500	187500	187500	187500
323	187500	187500	6907.359375	-4925.36328125	187500	187500	187500	187500
324	187500	187500	6900.9892578125	-4927.50927734375	187500	187500	187500	187500
325	187500	187500	6922.1787109375	-4914.63427734375	187500	187500	187500	187500
326	187500	187500	6932.08056640625	-4911.169921875	187500	187500	187500	187500
327	187500	187500	6917.373046875	-4918.50146484375	187500	187500	187500	187500
328	187500	187500	6909.46044921875	-4922.2119140625	187500	187500	187500	187500
329	187500	187500	6920.10009765625	-4916.46728515625	187500	187500	187500	187500
330	187500	187500	6932.88525390625	-4906.587890625	187500	187500	187500	187500
331	187500	187500	6908.8125	-4928.89501953125	187500	187500	187500	187500
332	187500	187500	6908.90185546875	-4928.783203125	187500	187500	187500	187500
333	187500	187500	6932.818359375	-4910.767578125	187500	187500	187500	187500
334	187500	187500	6943.748046875	-4903.9951171875	187500	187500	187500	187500
335	187500	187500	6924.32470703125	-4917.69677734375	187500	187500	187500	187500
336	187500	187500	6879.419921875	-4957.48291015625	187500	187500	187500	187500
337	187500	187500	6888.67333984375	-4953.28076171875	187500	187500	187500	187500
338	187500	187500	6946.005859375	-4904.08447265625	187500	187500	187500	187500
339	187500	187500	6935.142578125	-4919.7978515625	187500	187500	187500	187500
340	187500	187500	6908.85693359375	-4955.515625	187500	187500	187500	187500
341	187500	187500	6930.04638671875	-4933.45458984375	187500	187500	187500	187500
342	187500	187500	6958.32177734375	-4900.06103515625	187500	187500	187500	187500
343	187500	187500	6935.85791015625	-4908.93505859375	187500	187500	187500	187500
344	187500	187500	6903.29150390625	-4932.04638671875	187500	187500	187500	187500
345	187500	187500	6914.26611328125	-4929.27490234375	187500	187500	187500	187500
346	187500	187500	6936.1484375	-4919.64111328125	187500	187500	187500	187500
347	187500	187500	6927.1630859375	-4926.369140625	187500	187500	187500	187500
348	187500	187500	6894.3955078125	-4944.18359375	187500	187500	187500	187500
349	187500	187500	6872.73681640625	-4959.2041015625	187500	187500	187500	187500
350	187500	187500	6882.236328125	-4958.01904296875	187500	187500	187500	187500
351	187500	187500	6888.67333984375	-4957.572265625	187500	187500	187500	187500
352	187500	187500	6870.09912109375	-4968.50244140625	187500	187500	187500	187500
353	187500	187500	6871.88720703125	-4967.943359375	187500	187500	187500	187500
354	187500	187500	6893.970703125	-4954.353515625	187500	187500	187500	187500
355	187500	187500	6903.42578125	-4944.63037109375	187500	187500	187500	187500
356	187500	187500	6875.75439453125	-4961.3271484375	187500	187500	187500	187500
357	187500	187500	6841.265625	-4977.599609375	187500	187500	187500	187500
358	187500	187500	6853.13427734375	-4954.86767578125	187500	187500	187500	187500
359	187500	187500	6886.88525390625	-4923.44091796875	187500	187500	187500	187500
360	187500	187500	6875.5751953125	-4934.169921875	187500	187500	187500	187500
361	187500	187500	6858.0068359375	-4945.8154296875	187500	187500	187500	187500
362	187500	187500	6871.08251953125	-4935.91357421875	187500	187500	187500	187500
363	187500	187500	6884.35986328125	-4926.16796875	187500	187500	187500	187500
364	187500	187500	6869.13818359375	-4930.10205078125	187500	187500	187500	187500
365	187500	187500	6848.93212890625	-4945.5244140625	187500	187500	187500	187500
366	187500	187500	6870.90380859375	-4933.923828125	187500	187500	187500	187500
367	187500	187500	6898.7763671875	-4914.29931640625	187500	187500	187500	187500
368	187500	187500	6894.35107421875	-4918.30029296875	187500	187500	187500	187500
369	187500	187500	6874.4130859375	-4938.3720703125	187500	187500	187500	187500
370	187500	187500	6901.32470703125	-4909.11376953125	187500	187500	187500	187500
371	187500	187500	6938.5849609375	-4878.67041015625	187500	187500	187500	187500
372	187500	187500	6920.92724609375	-4897.31201171875	187500	187500	187500	187500
373	187500	187500	6873.89892578125	-4929.5654296875	187500	187500	187500	187500
374	187500	187500	6877.36376953125	-4923.46337890625	187500	187500	187500	187500
375	187500	187500	6916.8369140625	-4887.0302734375	187500	187500	187500	187500
376	187500	187500	6929.3984375	-4877.68701171875	187500	187500	187500	187500
377	187500	187500	6901.056640625	-4906.0068359375	187500	187500	187500	187500
378	187500	187500	6885.11962890625	-4919.775390625	187500	187500	187500	187500
379	187500	187500	6889.7685546875	-4914.50048828125	187500	187500	187500	187500
380	187500	187500	6898.50830078125	-4910.3876953125	187500	187500	187500	187500
381	187500	187500	6896.18359375	-4920.333984375	187500	187500	187500	187500
