187500	187500	5571.865234	-5481.541992	187500	187500	187500	187500
187500	187500	5586.371582	-5466.432129	187500	187500	187500	187500
187500	187500	5589.858398	-5491.041504	187500	187500	187500	187500
187500	187500	5580.73877	-5512.297852	187500	187500	187500	187500
187500	187500	5567.104492	-5513.013184	187500	187500	187500	187500
187500	187500	5555.928223	-5520.500977	187500	187500	187500	187500
187500	187500	5559.571777	-5532.861328	187500	187500	187500	187500
187500	187500	5564.243164	-5553.760254	187500	187500	187500	187500
187500	187500	5558.297852	-5571.328613	187500	187500	187500	187500
187500	187500	5554.095703	-5587.153809	187500	187500	187500	187500
187500	187500	5559.169434	-5608.969238	187500	187500	187500	187500
187500	187500	5561.359863	-5645.559082	187500	187500	187500	187500
187500	187500	5560.95752	-5657.763184	187500	187500	187500	187500
187500	187500	5558.901367	-5658.098145	187500	187500	187500	187500
187500	187500	5564.757324	-5666.927246	187500	187500	187500	187500
187500	187500	5563.527832	-5699.225586	187500	187500	187500	187500
187500	187500	5545.020996	-5728.573242	187500	187500	187500	187500
187500	187500	5539.030273	-5715.765625	187500	187500	187500	187500
187500	187500	5526.021973	-5704.768555	187500	187500	187500	187500
187500	187500	5512.856445	-5715.273926	187500	187500	187500	187500
187500	187500	5481.720703	-5733.312012	187500	187500	187500	187500
187500	187500	5461.000488	-5729.064941	187500	187500	187500	187500
187500	187500	5452.842285	-5702.310059	187500	187500	187500	187500
187500	187500	5450.919922	-5707.227539	187500	187500	187500	187500
187500	187500	5433.351563	-5730.897949	187500	187500	187500	187500
187500	187500	5412.162109	-5727.276855	187500	187500	187500	187500
187500	187500	5408.943359	-5706.601563	187500	187500	187500	187500
187500	187500	5409.099609	-5711.228516	187500	187500	187500	187500
187500	187500	5383.194336	-5738.430176	187500	187500	187500	187500
187500	187500	5356.640137	-5744.420898	187500	187500	187500	187500
187500	187500	5370.654785	-5722.985352	187500	187500	187500	187500
187500	187500	5383.686035	-5725.041504	187500	187500	187500	187500
187500	187500	5347.922852	-5757.630371	187500	187500	187500	187500
187500	187500	5319.334961	-5787.067871	187500	187500	187500	187500
187500	187500	5324.386719	-5769.879395	187500	187500	187500	187500
187500	187500	5349.085449	-5760.402344	187500	187500	187500	187500
187500	187500	5346.04541	-5792.745117	187500	187500	187500	187500
187500	187500	5334.713379	-5818.382813	187500	187500	187500	187500
187500	187500	5327.962891	-5808.436035	187500	187500	187500	187500
187500	187500	5332.589844	-5815.678223	187500	187500	187500	187500
187500	187500	5315.848145	-5848.132813	187500	187500	187500	187500
187500	187500	5306.304199	-5869.344727	187500	187500	187500	187500
187500	187500	5299.665527	-5860.649902	187500	187500	187500	187500
187500	187500	5306.661621	-5849.09375	187500	187500	187500	187500
187500	187500	5314.194336	-5854.838379	187500	187500	187500	187500
187500	187500	5308.248535	-5858.682617	187500	187500	187500	187500
187500	187500	5305.365234	-5847.864746	187500	187500	187500	187500
187500	187500	5324.542969	-5828.239746	187500	187500	187500	187500
187500	187500	5336.367188	-5817.421387	187500	187500	187500	187500
187500	187500	5317.32373	-5817.197754	187500	187500	187500	187500
187500	187500	5321.033691	-5814.94043	187500	187500	187500	187500
187500	187500	5325.280762	-5780.071777	187500	187500	187500	187500
187500	187500	5306.795898	-5772.82959	187500	187500	187500	187500
187500	187500	5291.08252	-5787.626465	187500	187500	187500	187500
187500	187500	5294.033203	-5773.880371	187500	187500	187500	187500
187500	187500	5320.541992	-5743.07959	187500	187500	187500	187500
