5571.865234	-5481.541992
5586.371582	-5466.432129
5589.858398	-5491.041504
5580.73877	-5512.297852
5567.104492	-5513.013184
5555.928223	-5520.500977
5559.571777	-5532.861328
5564.243164	-5553.760254
5558.297852	-5571.328613
5554.095703	-5587.153809
5559.169434	-5608.969238
5561.359863	-5645.559082
5560.95752	-5657.763184
5558.901367	-5658.098145
5564.757324	-5666.927246
5563.527832	-5699.225586
5545.020996	-5728.573242
5539.030273	-5715.765625
5526.021973	-5704.768555
5512.856445	-5715.273926
5481.720703	-5733.312012
5461.000488	-5729.064941
5452.842285	-5702.310059
5450.919922	-5707.227539
5433.351563	-5730.897949
5412.162109	-5727.276855
5408.943359	-5706.601563
5409.099609	-5711.228516
5383.194336	-5738.430176
5356.640137	-5744.420898
5370.654785	-5722.985352
5383.686035	-5725.041504
5347.922852	-5757.630371
5319.334961	-5787.067871
5324.386719	-5769.879395
5349.085449	-5760.402344
5346.04541	-5792.745117
5334.713379	-5818.382813
5327.962891	-5808.436035
5332.589844	-5815.678223
5315.848145	-5848.132813
5306.304199	-5869.344727
5299.665527	-5860.649902
5306.661621	-5849.09375
5314.194336	-5854.838379
5308.248535	-5858.682617
5305.365234	-5847.864746
5324.542969	-5828.239746
5336.367188	-5817.421387
5317.32373	-5817.197754
5321.033691	-5814.94043
5325.280762	-5780.071777
5306.795898	-5772.82959
5291.08252	-5787.626465
5294.033203	-5773.880371
5320.541992	-5743.07959
5352.259277	-5719.744141
5364.150391	-5704.120605
5361.915039	-5689.278809
5374.253418	-5657.830078
5404.092773	-5635.769043
5407.580078	-5636.595703
5399.622559	-5626.336426
5407.959961	-5603.336426
5423.98584	-5584.829102
5423.67334	-5599.156738
5409.79248	-5603.58252
5434.692383	-5579.979004
5477.026855	-5552.888672
5489.454102	-5555.570801
5479.865234	-5570.881836
5477.76416	-5560.488281
5497.277344	-5553.760254
5510.442383	-5564.913574
5504.161621	-5583.331543
5504.072266	-5571.306641
5511.515625	-5557.448242
5518.667969	-5569.786621
5521.596191	-5591.266602
5519.338379	-5595.781738
5525.462891	-5581.09668
5526.804199	-5592.227539
5516.187012	-5612.679688
5510.844727	-5605.661133
5515.98584	-5583.488281
5522.177246	-5582.325684
5518.288086	-5593.77002
5511.180176	-5594.10498
5514.510742	-5571.060547
5532.414551	-5555.123535
5530.291016	-5568.400879
5515.82959	-5576.670898
5504.586426	-5562.030273
5503.536133	-5552.106445
5501.27832	-5566.813477
5487.331055	-5579.241211
5477.719727	-5568.355957
5491.063477	-5547.077148
5498.39502	-5550.810059
5488.60498	-5565.271484
5475.663086	-5556.621094
5477.250488	-5541.35498
5485.855469	-5550.876953
5475.216309	-5573.966309
5465.984863	-5572.871094
5494.259766	-5537.868164
5505.637207	-5535.878906
5500.719727	-5559.862305
5494.416504	-5564.779785
5497.456055	-5543.90332
5508.676758	-5538.382324
5507.179199	-5557.336426
5489.61084	-5566.567871
5488.023926	-5552.374512
5503.82666	-5540.103516
5517.282227	-5541.623535
5508.743652	-5543.210449
5507.87207	-5528.592285
5516.14209	-5519.562012
5525.44043	-5522.937012
5526.558105	-5530.670898
5511.694336	-5543.679688
5510.040527	-5546.629883
5516.14209	-5566.835938
5501.501953	-5592.339355
5498.484375	-5588.628906
5504.98877	-5582.817383
5513.482422	-5593.92627
5510.755371	-5610.533691
5500.004395	-5615.741699
5502.418457	-5605.236328
5497.635254	-5622.223633
5487.308594	-5650.900879
5470.053223	-5663.417969
5466.76709	-5657.114746
5471.841309	-5660.22168
5472.243652	-5677.030273
5457.200684	-5687.893066
5455.881836	-5677.365234
5467.482422	-5669.430664
5455.479492	-5696.677246
5438.581543	-5712.45752
5434.625488	-5696.56543
5441.331055	-5682.170898
5443.96875	-5690.262207
5433.575195	-5700.432617
5422.287109	-5689.122559
5425.796387	-5671.73291
5434.401855	-5673.163086
5430.915039	-5681.388672
5419.068848	-5678.147949
5426.086914	-5660.959473
5436.86084	-5659.663086
5429.104492	-5677.834961
5424.298828	-5672.515137
5429.663574	-5656.645508
5434.580566	-5662.836914
5423.740234	-5689.859863
5399.756836	-5699.247559
5409.814941	-5670.950684
5434.446777	-5652.912598
5445.354492	-5660.512207
5440.258301	-5661.383789
5434.446777	-5646.877441
5436.637207	-5644.84375
5436.145508	-5660.109863
5437.307617	-5661.965332
5438.022949	-5647.101074
5441.286133	-5646.140137
5461.224121	-5650.565918
5459.994629	-5659.774414
5460.732422	-5645.670898
5469.784668	-5632.192383
5474.90332	-5640.060547
5468.443848	-5650.498535
5477.250488	-5631.790039
5507.112305	-5597.569824
5523.697266	-5596.004883
5524.61377	-5604.387207
5520.344238	-5595.803711
5528.055664	-5568.937012
5543.366699	-5565.003418
5538.449219	-5584.382324
5532.570801	-5580.671875
5544.171387	-5558.09668
5559.393066	-5552.106445
5559.348145	-5567.171387
5545.289063	-5567.685547
5548.418457	-5547.479492
5561.762207	-5541.131348
5562.946777	-5556.196777
5547.345215	-5571.641602
5545.758301	-5559.191895
5558.61084	-5544.260742
5560.175293	-5561.717285
5551.815918	-5579.934082
5549.669922	-5571.127441
5569.518066	-5544.283203
5572.178223	-5551.078125
5568.758301	-5566.232422
5564.757324	-5554.296875
5576.402832	-5533.174316
5579.397949	-5539.14209
5573.65332	-5554.185059
5570.591309	-5547.836914
5577.766113	-5528.726563
5589.344238	-5527.250977
5585.075195	-5544.05957
5580.023438	-5540.662109
5581.230469	-5528.905273
5591.937012	-5521.774902
5598.933105	-5523.138184
5603.381348	-5516.455078
5611.584473	-5490.236816
5620.837891	-5484.268555
5620.972168	-5504.787598
5608.589355	-5506.17334
5608.589355	-5483.598145
5622.894043	-5463.124023
5619.161621	-5475.484375
5601.816406	-5492.181152
5595.267578	-5478.546875
5602.196289	-5458.720703
5607.382324	-5466.968262
5593.613281	-5482.770996
5572.558105	-5488.962402
5573.049805	-5482.905273
5580.470703	-5491.913086
5581.76709	-5512.878906
5568.020508	-5521.506836
5567.305664	-5514.152832
5574.636719	-5520.612793
5578.347168	-5539.187012
5569.76416	-5547.054688
5559.393066	-5541.667969
5569.898438	-5539.164551
5560.30957	-5566.232422
5538.382324	-5592.361816
5525.149902	-5598.888672
5520.590332	-5610.041992
5517.818848	-5632.036133
5504.921875	-5647.861328
5495.645996	-5642.273438
